	 Testing Card: salvager 
ERROR: NumActions Expected: 456	 Result: 457
ERROR: NumActions Expected: 46	 Result: 47
ERROR: NumActions Expected: 97	 Result: 98
ERROR: NumActions Expected: 390	 Result: 391
ERROR: NumActions Expected: 177	 Result: 178
ERROR: NumActions Expected: 117	 Result: 118
ERROR: NumActions Expected: 291	 Result: 292
ERROR: NumActions Expected: 164	 Result: 165
ERROR: NumActions Expected: 490	 Result: 491
ERROR: NumActions Expected: 141	 Result: 142
ERROR: NumActions Expected: 335	 Result: 336
ERROR: NumActions Expected: 94	 Result: 95
ERROR: NumActions Expected: 363	 Result: 364
ERROR: NumActions Expected: 427	 Result: 428
ERROR: NumActions Expected: 366	 Result: 367
ERROR: NumActions Expected: 439	 Result: 440
ERROR: NumActions Expected: 236	 Result: 237
ERROR: NumActions Expected: 311	 Result: 312
ERROR: NumActions Expected: 181	 Result: 182
ERROR: NumActions Expected: 247	 Result: 248
ERROR: NumActions Expected: 439	 Result: 440
ERROR: NumActions Expected: 251	 Result: 252
ERROR: NumActions Expected: 329	 Result: 330
ERROR: NumActions Expected: 479	 Result: 480
ERROR: NumActions Expected: 417	 Result: 418
ERROR: NumActions Expected: 195	 Result: 196
ERROR: NumActions Expected: 349	 Result: 350
ERROR: NumActions Expected: 187	 Result: 188
ERROR: NumActions Expected: 110	 Result: 111
ERROR: NumActions Expected: 231	 Result: 232
ERROR: NumActions Expected: 64	 Result: 65
ERROR: NumActions Expected: 426	 Result: 427
ERROR: NumActions Expected: 351	 Result: 352
ERROR: NumActions Expected: 224	 Result: 225
ERROR: NumActions Expected: 87	 Result: 88
ERROR: NumActions Expected: 122	 Result: 123
ERROR: NumActions Expected: 279	 Result: 280
ERROR: NumActions Expected: 168	 Result: 169
ERROR: NumActions Expected: 97	 Result: 98
ERROR: NumActions Expected: 118	 Result: 119
ERROR: NumActions Expected: 204	 Result: 205
ERROR: NumActions Expected: 2	 Result: 3
ERROR: NumActions Expected: 164	 Result: 165
ERROR: NumActions Expected: 457	 Result: 458
ERROR: NumActions Expected: 105	 Result: 106
ERROR: NumActions Expected: 106	 Result: 107
ERROR: NumActions Expected: 430	 Result: 431
ERROR: NumActions Expected: 390	 Result: 391
ERROR: NumActions Expected: 291	 Result: 292
ERROR: NumActions Expected: 169	 Result: 170
ERROR: NumActions Expected: 153	 Result: 154
ERROR: NumActions Expected: 195	 Result: 196
ERROR: NumActions Expected: 354	 Result: 355
ERROR: NumActions Expected: 390	 Result: 391
ERROR: NumActions Expected: 245	 Result: 246
ERROR: NumActions Expected: 473	 Result: 474
ERROR: NumActions Expected: 423	 Result: 424
ERROR: NumActions Expected: 423	 Result: 424
ERROR: NumActions Expected: 399	 Result: 400
ERROR: NumActions Expected: 169	 Result: 170
ERROR: NumActions Expected: 18	 Result: 19
ERROR: NumActions Expected: 294	 Result: 295
ERROR: NumActions Expected: 451	 Result: 452
ERROR: NumActions Expected: 320	 Result: 321
ERROR: NumActions Expected: 244	 Result: 245
ERROR: NumActions Expected: 396	 Result: 397
ERROR: NumActions Expected: 143	 Result: 144
ERROR: NumActions Expected: 354	 Result: 355
ERROR: NumActions Expected: 277	 Result: 278
ERROR: NumActions Expected: 274	 Result: 275
ERROR: NumActions Expected: 314	 Result: 315
ERROR: NumActions Expected: 112	 Result: 113
ERROR: NumActions Expected: 110	 Result: 111
ERROR: NumActions Expected: 106	 Result: 107
ERROR: NumActions Expected: 457	 Result: 458
ERROR: NumActions Expected: 371	 Result: 372
ERROR: NumActions Expected: 54	 Result: 55
ERROR: NumActions Expected: 368	 Result: 369
ERROR: NumActions Expected: 134	 Result: 135
ERROR: NumActions Expected: 40	 Result: 41
ERROR: NumActions Expected: 289	 Result: 290
ERROR: NumActions Expected: 335	 Result: 336
ERROR: NumActions Expected: 180	 Result: 181
ERROR: NumActions Expected: 270	 Result: 271
ERROR: NumActions Expected: 341	 Result: 342
ERROR: NumActions Expected: 447	 Result: 448
ERROR: NumActions Expected: 444	 Result: 445
ERROR: NumActions Expected: 278	 Result: 279
ERROR: NumActions Expected: 493	 Result: 494
ERROR: NumActions Expected: 66	 Result: 67
ERROR: NumActions Expected: 177	 Result: 178
ERROR: NumActions Expected: 230	 Result: 231
ERROR: NumActions Expected: 401	 Result: 402
ERROR: NumActions Expected: 51	 Result: 52
ERROR: NumActions Expected: 260	 Result: 261
ERROR: NumActions Expected: 444	 Result: 445
ERROR: NumActions Expected: 199	 Result: 200
ERROR: NumActions Expected: 143	 Result: 144
ERROR: NumActions Expected: 404	 Result: 405
ERROR: NumActions Expected: 251	 Result: 252
ERROR: NumActions Expected: 471	 Result: 472
ERROR: NumActions Expected: 168	 Result: 169
ERROR: NumActions Expected: 480	 Result: 481
ERROR: NumActions Expected: 202	 Result: 203
ERROR: NumActions Expected: 400	 Result: 401
ERROR: NumActions Expected: 35	 Result: 36
ERROR: NumActions Expected: 447	 Result: 448
ERROR: NumActions Expected: 398	 Result: 399
ERROR: NumActions Expected: 208	 Result: 209
ERROR: NumActions Expected: 349	 Result: 350
ERROR: NumActions Expected: 197	 Result: 198
ERROR: NumActions Expected: 190	 Result: 191
ERROR: NumActions Expected: 249	 Result: 250
ERROR: NumActions Expected: 203	 Result: 204
ERROR: NumActions Expected: 294	 Result: 295
ERROR: NumActions Expected: 112	 Result: 113
ERROR: NumActions Expected: 271	 Result: 272
ERROR: NumActions Expected: 493	 Result: 494
ERROR: NumActions Expected: 55	 Result: 56
ERROR: NumActions Expected: 291	 Result: 292
ERROR: NumActions Expected: 490	 Result: 491
ERROR: NumActions Expected: 438	 Result: 439
ERROR: NumActions Expected: 15	 Result: 16
ERROR: NumActions Expected: 269	 Result: 270
ERROR: NumActions Expected: 3	 Result: 4
ERROR: NumActions Expected: 335	 Result: 336
ERROR: NumActions Expected: 16	 Result: 17
ERROR: NumActions Expected: 39	 Result: 40
ERROR: NumActions Expected: 340	 Result: 341
ERROR: NumActions Expected: 77	 Result: 78
ERROR: NumActions Expected: 458	 Result: 459
ERROR: NumActions Expected: 289	 Result: 290
ERROR: NumActions Expected: 352	 Result: 353
ERROR: NumActions Expected: 49	 Result: 50
ERROR: NumActions Expected: 265	 Result: 266
ERROR: NumActions Expected: 130	 Result: 131
ERROR: NumActions Expected: -1	 Result: 0
ERROR: NumActions Expected: 230	 Result: 231
ERROR: NumActions Expected: 262	 Result: 263
ERROR: NumActions Expected: 452	 Result: 453
ERROR: NumActions Expected: 115	 Result: 116
ERROR: NumActions Expected: 96	 Result: 97
ERROR: NumActions Expected: 107	 Result: 108
ERROR: NumActions Expected: 339	 Result: 340
ERROR: NumActions Expected: 217	 Result: 218
ERROR: NumActions Expected: 96	 Result: 97
ERROR: NumActions Expected: 131	 Result: 132
ERROR: NumActions Expected: 469	 Result: 470
ERROR: NumActions Expected: 297	 Result: 298
ERROR: NumActions Expected: 352	 Result: 353
ERROR: NumActions Expected: 26	 Result: 27
ERROR: NumActions Expected: 226	 Result: 227
ERROR: NumActions Expected: 48	 Result: 49
ERROR: NumActions Expected: 338	 Result: 339
ERROR: NumActions Expected: 103	 Result: 104
ERROR: NumActions Expected: 72	 Result: 73
ERROR: NumActions Expected: 309	 Result: 310
ERROR: NumActions Expected: 476	 Result: 477
ERROR: NumActions Expected: 437	 Result: 438
ERROR: NumActions Expected: 370	 Result: 371
ERROR: NumActions Expected: 439	 Result: 440
ERROR: NumActions Expected: 96	 Result: 97
ERROR: NumActions Expected: 42	 Result: 43
ERROR: NumActions Expected: 348	 Result: 349
ERROR: NumActions Expected: 462	 Result: 463
ERROR: NumActions Expected: 32	 Result: 33
ERROR: NumActions Expected: 450	 Result: 451
ERROR: NumActions Expected: 202	 Result: 203
ERROR: NumActions Expected: 363	 Result: 364
ERROR: NumActions Expected: 19	 Result: 20
ERROR: NumActions Expected: 74	 Result: 75
ERROR: NumActions Expected: 329	 Result: 330
ERROR: NumActions Expected: 396	 Result: 397
ERROR: NumActions Expected: 57	 Result: 58
ERROR: NumActions Expected: 72	 Result: 73
ERROR: NumActions Expected: 164	 Result: 165
ERROR: NumActions Expected: 126	 Result: 127
ERROR: NumActions Expected: 244	 Result: 245
ERROR: NumActions Expected: 133	 Result: 134
ERROR: NumActions Expected: 334	 Result: 335
ERROR: NumActions Expected: 296	 Result: 297
ERROR: NumActions Expected: 20	 Result: 21
ERROR: NumActions Expected: 433	 Result: 434
ERROR: NumActions Expected: 291	 Result: 292
ERROR: NumActions Expected: 496	 Result: 497
ERROR: NumActions Expected: 90	 Result: 91
ERROR: NumActions Expected: 385	 Result: 386
ERROR: NumActions Expected: 13	 Result: 14
ERROR: NumActions Expected: 437	 Result: 438
ERROR: NumActions Expected: 464	 Result: 465
ERROR: NumActions Expected: 132	 Result: 133
ERROR: NumActions Expected: 330	 Result: 331
ERROR: NumActions Expected: 476	 Result: 477
ERROR: NumActions Expected: 65	 Result: 66
ERROR: NumActions Expected: 336	 Result: 337
ERROR: NumActions Expected: 106	 Result: 107
ERROR: NumActions Expected: 341	 Result: 342
ERROR: NumActions Expected: 29	 Result: 30
ERROR: NumActions Expected: 133	 Result: 134
ERROR: NumActions Expected: 275	 Result: 276
ERROR: NumActions Expected: 371	 Result: 372
ERROR: NumActions Expected: 37	 Result: 38
ERROR: NumActions Expected: 37	 Result: 38
ERROR: NumActions Expected: 217	 Result: 218
ERROR: NumActions Expected: 406	 Result: 407
ERROR: NumActions Expected: 486	 Result: 487
ERROR: NumActions Expected: 409	 Result: 410
ERROR: NumActions Expected: 63	 Result: 64
ERROR: NumActions Expected: 319	 Result: 320
ERROR: NumActions Expected: 33	 Result: 34
ERROR: NumActions Expected: 409	 Result: 410
ERROR: NumActions Expected: 437	 Result: 438
ERROR: NumActions Expected: 394	 Result: 395
ERROR: NumActions Expected: 270	 Result: 271
ERROR: NumActions Expected: 150	 Result: 151
ERROR: NumActions Expected: 387	 Result: 388
ERROR: NumActions Expected: 340	 Result: 341
ERROR: NumActions Expected: 301	 Result: 302
ERROR: NumActions Expected: 378	 Result: 379
ERROR: NumActions Expected: 98	 Result: 99
ERROR: NumActions Expected: 271	 Result: 272
ERROR: NumActions Expected: 382	 Result: 383
ERROR: NumActions Expected: 448	 Result: 449
ERROR: NumActions Expected: 284	 Result: 285
ERROR: NumActions Expected: 256	 Result: 257
ERROR: NumActions Expected: 354	 Result: 355
ERROR: NumActions Expected: 365	 Result: 366
ERROR: NumActions Expected: 8	 Result: 9
ERROR: NumActions Expected: 31	 Result: 32
ERROR: NumActions Expected: 400	 Result: 401
ERROR: NumActions Expected: 226	 Result: 227
ERROR: NumActions Expected: 105	 Result: 106
ERROR: NumActions Expected: 110	 Result: 111
ERROR: NumActions Expected: 249	 Result: 250
ERROR: NumActions Expected: 79	 Result: 80
ERROR: NumActions Expected: 405	 Result: 406
ERROR: NumActions Expected: 443	 Result: 444
ERROR: NumActions Expected: 19	 Result: 20
ERROR: NumActions Expected: 354	 Result: 355
ERROR: NumActions Expected: 243	 Result: 244
ERROR: NumActions Expected: 429	 Result: 430
ERROR: NumActions Expected: 311	 Result: 312
ERROR: NumActions Expected: 337	 Result: 338
ERROR: NumActions Expected: 298	 Result: 299
ERROR: NumActions Expected: 199	 Result: 200
ERROR: NumActions Expected: 486	 Result: 487
ERROR: NumActions Expected: 63	 Result: 64
ERROR: NumActions Expected: 49	 Result: 50
ERROR: NumActions Expected: 326	 Result: 327
ERROR: NumActions Expected: 123	 Result: 124
ERROR: NumActions Expected: 419	 Result: 420
ERROR: NumActions Expected: 60	 Result: 61
ERROR: NumActions Expected: 133	 Result: 134
ERROR: NumActions Expected: 317	 Result: 318
ERROR: NumActions Expected: 479	 Result: 480
ERROR: NumActions Expected: 440	 Result: 441
ERROR: NumActions Expected: 257	 Result: 258
ERROR: NumActions Expected: 160	 Result: 161
ERROR: NumActions Expected: 327	 Result: 328
ERROR: NumActions Expected: 3	 Result: 4
ERROR: NumActions Expected: 302	 Result: 303
ERROR: NumActions Expected: 336	 Result: 337
ERROR: NumActions Expected: 474	 Result: 475
ERROR: NumActions Expected: 252	 Result: 253
ERROR: NumActions Expected: 404	 Result: 405
ERROR: NumActions Expected: 2	 Result: 3
ERROR: NumActions Expected: 177	 Result: 178
ERROR: NumActions Expected: 343	 Result: 344
ERROR: NumActions Expected: 476	 Result: 477
ERROR: NumActions Expected: 369	 Result: 370
ERROR: NumActions Expected: 464	 Result: 465
ERROR: NumActions Expected: 129	 Result: 130
ERROR: NumActions Expected: 382	 Result: 383
ERROR: NumActions Expected: 79	 Result: 80
ERROR: NumActions Expected: 212	 Result: 213
ERROR: NumActions Expected: 446	 Result: 447
ERROR: NumActions Expected: 367	 Result: 368
ERROR: NumActions Expected: 332	 Result: 333
ERROR: NumActions Expected: 132	 Result: 133
ERROR: NumActions Expected: 482	 Result: 483
ERROR: NumActions Expected: 214	 Result: 215
ERROR: NumActions Expected: 362	 Result: 363
ERROR: NumActions Expected: 348	 Result: 349
ERROR: NumActions Expected: 231	 Result: 232
ERROR: NumActions Expected: 467	 Result: 468
ERROR: NumActions Expected: 409	 Result: 410
ERROR: NumActions Expected: 478	 Result: 479
ERROR: NumActions Expected: 484	 Result: 485
ERROR: NumActions Expected: 287	 Result: 288
ERROR: NumActions Expected: 269	 Result: 270
ERROR: NumActions Expected: 407	 Result: 408
ERROR: NumActions Expected: 314	 Result: 315
ERROR: NumActions Expected: 26	 Result: 27
ERROR: NumActions Expected: 113	 Result: 114
ERROR: NumActions Expected: 298	 Result: 299
ERROR: NumActions Expected: 267	 Result: 268
ERROR: NumActions Expected: 209	 Result: 210
ERROR: NumActions Expected: 40	 Result: 41
ERROR: NumActions Expected: 288	 Result: 289
ERROR: NumActions Expected: 213	 Result: 214
ERROR: NumActions Expected: 45	 Result: 46
ERROR: NumActions Expected: 441	 Result: 442
ERROR: NumActions Expected: 116	 Result: 117
ERROR: NumActions Expected: 14	 Result: 15
ERROR: NumActions Expected: 284	 Result: 285
ERROR: NumActions Expected: 394	 Result: 395
ERROR: NumActions Expected: 332	 Result: 333
ERROR: NumActions Expected: 130	 Result: 131
ERROR: NumActions Expected: 26	 Result: 27
ERROR: NumActions Expected: 263	 Result: 264
ERROR: NumActions Expected: 18	 Result: 19
ERROR: NumActions Expected: 454	 Result: 455
ERROR: NumActions Expected: 197	 Result: 198
ERROR: NumActions Expected: 434	 Result: 435
ERROR: NumActions Expected: 106	 Result: 107
ERROR: NumActions Expected: 203	 Result: 204
ERROR: NumActions Expected: 418	 Result: 419
ERROR: NumActions Expected: 437	 Result: 438
ERROR: NumActions Expected: 204	 Result: 205
ERROR: NumActions Expected: 230	 Result: 231
ERROR: NumActions Expected: 215	 Result: 216
ERROR: NumActions Expected: 130	 Result: 131
ERROR: NumActions Expected: 51	 Result: 52
ERROR: NumActions Expected: 173	 Result: 174
ERROR: NumActions Expected: 193	 Result: 194
ERROR: NumActions Expected: 201	 Result: 202
ERROR: NumActions Expected: 319	 Result: 320
ERROR: NumActions Expected: 401	 Result: 402
ERROR: NumActions Expected: 20	 Result: 21
ERROR: NumActions Expected: 179	 Result: 180
ERROR: NumActions Expected: 424	 Result: 425
ERROR: NumActions Expected: 213	 Result: 214
ERROR: NumActions Expected: 176	 Result: 177
ERROR: NumActions Expected: 181	 Result: 182
ERROR: NumActions Expected: 323	 Result: 324
ERROR: NumActions Expected: 292	 Result: 293
ERROR: NumActions Expected: 331	 Result: 332
ERROR: NumActions Expected: 70	 Result: 71
ERROR: NumActions Expected: 237	 Result: 238
ERROR: NumActions Expected: 306	 Result: 307
ERROR: NumActions Expected: 87	 Result: 88
ERROR: NumActions Expected: 28	 Result: 29
ERROR: NumActions Expected: 244	 Result: 245
ERROR: NumActions Expected: 37	 Result: 38
ERROR: NumActions Expected: 315	 Result: 316
ERROR: NumActions Expected: 299	 Result: 300
ERROR: NumActions Expected: 432	 Result: 433
ERROR: NumActions Expected: 424	 Result: 425
ERROR: NumActions Expected: 262	 Result: 263
ERROR: NumActions Expected: 291	 Result: 292
ERROR: NumActions Expected: 333	 Result: 334
ERROR: NumActions Expected: 468	 Result: 469
ERROR: NumActions Expected: 355	 Result: 356
ERROR: NumActions Expected: 387	 Result: 388
ERROR: NumActions Expected: 339	 Result: 340
ERROR: NumActions Expected: 221	 Result: 222
ERROR: NumActions Expected: 29	 Result: 30
ERROR: NumActions Expected: 104	 Result: 105
ERROR: NumActions Expected: 444	 Result: 445
ERROR: NumActions Expected: 79	 Result: 80
ERROR: NumActions Expected: 125	 Result: 126
ERROR: NumActions Expected: 263	 Result: 264
ERROR: NumActions Expected: 344	 Result: 345
ERROR: NumActions Expected: 130	 Result: 131
ERROR: NumActions Expected: 165	 Result: 166
ERROR: NumActions Expected: 158	 Result: 159
ERROR: NumActions Expected: 200	 Result: 201
ERROR: NumActions Expected: 7	 Result: 8
ERROR: NumActions Expected: 164	 Result: 165
ERROR: NumActions Expected: 467	 Result: 468
ERROR: NumActions Expected: 468	 Result: 469
ERROR: NumActions Expected: 16	 Result: 17
ERROR: NumActions Expected: 262	 Result: 263
ERROR: NumActions Expected: 197	 Result: 198
ERROR: NumActions Expected: 208	 Result: 209
ERROR: NumActions Expected: 138	 Result: 139
ERROR: NumActions Expected: 5	 Result: 6
ERROR: NumActions Expected: 69	 Result: 70
ERROR: NumActions Expected: 95	 Result: 96
ERROR: NumActions Expected: 379	 Result: 380
ERROR: NumActions Expected: 200	 Result: 201
ERROR: NumActions Expected: 380	 Result: 381
ERROR: NumActions Expected: 118	 Result: 119
ERROR: NumActions Expected: 160	 Result: 161
ERROR: NumActions Expected: 99	 Result: 100
ERROR: NumActions Expected: 276	 Result: 277
ERROR: NumActions Expected: 330	 Result: 331
ERROR: NumActions Expected: 418	 Result: 419
ERROR: NumActions Expected: 323	 Result: 324
ERROR: NumActions Expected: 108	 Result: 109
ERROR: NumActions Expected: 36	 Result: 37
ERROR: NumActions Expected: 82	 Result: 83
ERROR: NumActions Expected: 205	 Result: 206
ERROR: NumActions Expected: 330	 Result: 331
ERROR: NumActions Expected: 392	 Result: 393
ERROR: NumActions Expected: 484	 Result: 485
ERROR: NumActions Expected: 200	 Result: 201
ERROR: NumActions Expected: 250	 Result: 251
ERROR: NumActions Expected: 1	 Result: 2
ERROR: NumActions Expected: 497	 Result: 498
ERROR: NumActions Expected: 451	 Result: 452
ERROR: NumActions Expected: 342	 Result: 343
ERROR: NumActions Expected: 387	 Result: 388
